,NeighbourhoodCode,Year,Month,ResponseTimeScore,SlowResponseTimePenalty,DayC,NightC,Rain Days,Rainfall(mm),Daylight hours,NuisanceReportsCriminal,NuisanceReportsNonCriminal,NetLaborParticipation,FlexibleContracts,SelfContract,PopulationEduLow,PopulationEduMedium,PopulationEduHigh,y0-15%,y15-25%,y65-%,Peoplewithmigrationbackgroud%,Averagepeopleperhousehold,Populationdensitykm2,AverageWOZ-valueofhouses(x1000euro),Percentuninhabited(%),Rentalproperies(%),Tradeandcatering%,Culture/recreationproperies%,Carsperhousehold,UrbanityLevel,Inhabitants,Benches,Lights,POI,PropertyCrimesTotal,PropertyCrimesRelPop,PropertyCrimesRelCity,ViolentCrimesTotal,ViolentCrimesRelPop,ViolentCrimesRelCity,BurglariesTotal,BurglariesRelPop,BurglariesRelCity
5097,Nieuw Wolfslaar,2015,11,0.88,2.1,10,6,8,24.0,9.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,5.0,3.6389,3.0691,0.0,1.5162,13.8889,0.0,0.0,0.0
5098,Nieuw Wolfslaar,2015,12,0.0,1.0,6,3,8,29.2,8.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,4.0,2.7292,2.3018,0.0,0.0,0.0,0.0,0.0,0.0
5099,Nieuw Wolfslaar,2015,12,0.89,1.8,6,3,8,29.2,8.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,4.0,2.7292,2.3018,0.0,0.0,0.0,0.0,0.0,0.0
5100,Nieuw Wolfslaar,2016,1,0.88,3.3,5,2,7,24.7,8.5,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,3.0,1.213,1.023,0.0,0.6065,5.5556,2.0,0.6065,5.2632
5101,Nieuw Wolfslaar,2016,2,0.85,3.4000000000000004,6,1,6,19.2,10.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5102,Nieuw Wolfslaar,2016,3,0.88,2.3,11,3,6,18.8,12.0,0,2,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5103,Nieuw Wolfslaar,2016,4,0.88,2.2,14,6,4,14.4,14.0,1,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,6.0,1.213,1.023,1.0,0.0,0.0,0.0,0.0,0.0
5104,Nieuw Wolfslaar,2016,5,0.9,1.9,17,9,7,22.8,15.5,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,2.0,0.0,0.0,2.0,0.6065,5.5556,0.0,0.0,0.0
5105,Nieuw Wolfslaar,2016,6,0.83,3.1,21,12,7,31.0,16.5,0,2,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,3.0,2.1227,1.7903,0.0,0.0,0.0,1.0,0.3032,2.6316
5106,Nieuw Wolfslaar,2016,7,0.89,1.7000000000000002,23,14,7,28.9,16.0,0,2,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,2.0,2.7292,2.3018,0.0,0.0,0.0,0.0,0.0,0.0
5107,Nieuw Wolfslaar,2016,8,0.9,1.5000000000000002,23,14,7,29.2,14.5,0,3,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,1.0,0.9097,0.7812,0.0,0.0,0.0,0.0,0.0,0.0
5108,Nieuw Wolfslaar,2016,9,0.84,3.2,19,12,6,21.0,12.5,0,3,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,3.0,2.7292,2.3438,0.0,0.9097,6.383,0.0,0.0,0.0
5109,Nieuw Wolfslaar,2016,10,0.85,3.6,15,9,7,25.8,11.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,7.0,2.7292,2.3438,1.0,0.6065,4.2553,0.0,0.0,0.0
5110,Nieuw Wolfslaar,2016,11,0.84,3.0,10,6,8,24.0,9.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,1.0,0.9097,0.7812,0.0,0.0,0.0,0.0,0.0,0.0
5111,Nieuw Wolfslaar,2016,12,0.81,3.6000000000000005,6,3,8,29.2,8.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,1.0,1.8195,1.5625,0.0,0.6065,4.2553,0.0,0.0,0.0
5112,Nieuw Wolfslaar,2017,1,0.89,1.4,5,2,7,24.7,8.5,2,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,1.0,8.7941,7.5521,0.0,1.213,8.5106,11.0,3.3357,40.7407
5113,Nieuw Wolfslaar,2017,2,0.86,3.2,6,1,6,19.2,10.0,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,0.3032,0.2604,0.0,0.0,0.0,0.0,0.0,0.0
5114,Nieuw Wolfslaar,2017,3,0.9,1.7000000000000002,11,3,6,18.8,12.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,3.0,0.3032,0.2604,0.0,0.0,0.0,0.0,0.0,0.0
5115,Nieuw Wolfslaar,2017,4,0.87,2.6,14,6,4,14.4,14.0,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5116,Nieuw Wolfslaar,2017,5,0.89,1.8000000000000005,17,9,7,22.8,15.5,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5117,Nieuw Wolfslaar,2017,6,0.88,1.7000000000000002,21,12,7,31.0,16.5,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,16.6784,14.3229,0.0,1.5162,10.6383,0.0,0.0,0.0
5118,Nieuw Wolfslaar,2017,7,0.86,2.9,23,14,7,28.9,16.0,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,2.0,2.4259,2.0833,0.0,0.3032,2.1277,0.0,0.0,0.0
5119,Nieuw Wolfslaar,2017,8,0.86,2.8,23,14,7,29.2,14.5,1,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,2.0,0.3032,0.2604,0.0,0.0,0.0,0.0,0.0,0.0
5120,Nieuw Wolfslaar,2017,9,0.88,1.9,19,12,6,21.0,12.5,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,1.213,1.0417,0.0,0.0,0.0,0.0,0.0,0.0
5121,Nieuw Wolfslaar,2017,10,0.85,2.6,15,9,7,25.8,11.0,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,7.0,0.6065,0.5208,0.0,0.3032,2.1277,0.0,0.0,0.0
5122,Nieuw Wolfslaar,2017,11,0.87,2.3,10,6,8,24.0,9.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,3.0,1.5162,1.3021,0.0,0.0,0.0,1.0,0.3032,3.7037
5123,Nieuw Wolfslaar,2017,12,0.86,3.1000000000000005,6,3,8,29.2,8.0,0,4,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,3.0324,2.6042,0.0,0.0,0.0,0.0,0.0,0.0
5124,Nieuw Wolfslaar,2018,1,0.87,2.1,5,2,7,24.7,8.5,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,3.0,1.213,1.0417,0.0,0.3032,2.1277,0.0,0.0,0.0
5125,Nieuw Wolfslaar,2018,2,0.9,1.7000000000000002,6,1,6,19.2,10.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,1.5162,1.3021,0.0,0.0,0.0,0.0,0.0,0.0
5126,Nieuw Wolfslaar,2018,3,0.87,2.7,11,3,6,18.8,12.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,1.0,0.9097,0.7812,0.0,0.0,0.0,0.0,0.0,0.0
5127,Nieuw Wolfslaar,2018,4,0.88,2.1,14,6,4,14.4,14.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,3.0,0.6065,0.5208,0.0,0.0,0.0,0.0,0.0,0.0
5128,Nieuw Wolfslaar,2018,5,0.86,3.0,17,9,7,22.8,15.5,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,11.0,0.6065,0.5208,0.0,0.0,0.0,0.0,0.0,0.0
5129,Nieuw Wolfslaar,2018,6,0.84,4.0,21,12,7,31.0,16.5,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,2.1227,1.8229,0.0,0.0,0.0,0.0,0.0,0.0
5130,Nieuw Wolfslaar,2018,7,0.84,2.9,23,14,7,28.9,16.0,0,3,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,1.213,1.0417,0.0,0.3032,2.1277,0.0,0.0,0.0
5131,Nieuw Wolfslaar,2018,8,0.85,2.4000000000000004,23,14,7,29.2,14.5,1,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,1.8195,1.5625,0.0,0.3032,2.1277,0.0,0.0,0.0
5132,Nieuw Wolfslaar,2018,9,0.85,2.6,19,12,6,21.0,12.5,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,1.0,6.0649,5.2083,0.0,0.9097,6.383,3.0,0.9097,11.1111
5133,Nieuw Wolfslaar,2018,10,0.84,3.0,15,9,7,25.8,11.0,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,4.0,0.9097,0.7812,1.0,0.0,0.0,1.0,0.3032,3.7037
5134,Nieuw Wolfslaar,2018,11,0.84,3.3000000000000003,10,6,8,24.0,9.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,2.0,4.2454,3.6458,1.0,0.9097,6.383,0.0,0.0,0.0
5135,Nieuw Wolfslaar,2018,12,0.81,4.0,6,3,8,29.2,8.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,3.3357,2.8646,0.0,0.6065,4.2553,0.0,0.0,0.0
5136,Nieuw Wolfslaar,2019,1,0.86,2.5,5,2,7,24.7,8.5,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,1.213,1.0417,0.0,0.3032,2.1277,0.0,0.0,0.0
5137,Nieuw Wolfslaar,2019,2,0.88,2.1,6,1,6,19.2,10.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,5.7616,4.9479,0.0,0.0,0.0,1.0,0.3032,3.7037
5138,Nieuw Wolfslaar,2019,3,0.85,3.6,11,3,6,18.8,12.0,1,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5139,Nieuw Wolfslaar,2019,4,0.84,3.1,14,6,4,14.4,14.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,2.0,0.3032,0.2604,0.0,0.0,0.0,0.0,0.0,0.0
5140,Nieuw Wolfslaar,2019,5,0.88,2.2,17,9,7,22.8,15.5,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5141,Nieuw Wolfslaar,2019,6,0.84,2.7,21,12,7,31.0,16.5,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,1.213,1.0417,0.0,0.3032,2.1277,0.0,0.0,0.0
5142,Nieuw Wolfslaar,2019,7,0.84,3.6,23,14,7,28.9,16.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5143,Nieuw Wolfslaar,2019,8,0.84,3.0,23,14,7,29.2,14.5,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,3.0,1.213,1.0417,0.0,0.3032,2.1277,0.0,0.0,0.0
5144,Nieuw Wolfslaar,2019,9,0.83,3.7,19,12,6,21.0,12.5,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,1.0,0.3032,0.2604,0.0,0.3032,2.1277,0.0,0.0,0.0
5145,Nieuw Wolfslaar,2019,10,0.86,2.4,15,9,7,25.8,11.0,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,4.0,3.9422,3.3854,0.0,0.9097,6.383,1.0,0.3032,3.7037
5146,Nieuw Wolfslaar,2019,11,0.84,3.2,10,6,8,24.0,9.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,5.7616,4.9479,0.0,0.0,0.0,2.0,0.6065,7.4074
5147,Nieuw Wolfslaar,2019,12,0.84,2.9,6,3,8,29.2,8.0,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,1.0,0.6065,0.5208,0.0,0.3032,2.1277,0.0,0.0,0.0
5148,Nieuw Wolfslaar,2020,1,0.82,3.0000000000000004,5,2,7,24.7,8.5,1,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,1.0,1.5162,1.3021,0.0,0.9097,6.383,1.0,0.3032,3.7037
5149,Nieuw Wolfslaar,2020,2,0.85,3.7,6,1,6,19.2,10.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,2.1227,1.8229,0.0,0.0,0.0,0.0,0.0,0.0
5150,Nieuw Wolfslaar,2020,3,0.87,2.1,11,3,6,18.8,12.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,4.8519,4.1667,0.0,0.0,0.0,0.0,0.0,0.0
5151,Nieuw Wolfslaar,2020,4,0.87,2.3,14,6,4,14.4,14.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,3.0324,2.6042,0.0,0.0,0.0,1.0,0.3032,3.7037
5152,Nieuw Wolfslaar,2020,5,0.86,2.1,17,9,7,22.8,15.5,1,2,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,1.0,4.5487,3.9062,0.0,0.0,0.0,0.0,0.0,0.0
5153,Nieuw Wolfslaar,2020,6,0.83,3.7,21,12,7,31.0,16.5,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,1.0,3.0324,2.6042,0.0,0.3032,2.1277,4.0,1.213,14.8148
5154,Nieuw Wolfslaar,2020,7,0.88,2.0,23,14,7,28.9,16.0,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,4.0,0.0,0.0,0.0,0.3032,2.1277,0.0,0.0,0.0
5155,Nieuw Wolfslaar,2020,8,0.88,2.2,23,14,7,29.2,14.5,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,2.0,0.6065,0.5208,0.0,0.0,0.0,1.0,0.3032,3.7037
5156,Nieuw Wolfslaar,2020,9,0.83,3.4000000000000004,19,12,6,21.0,12.5,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5157,Nieuw Wolfslaar,2020,10,0.85,3.2,15,9,7,25.8,11.0,0,2,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5158,Nieuw Wolfslaar,2020,11,0.83,3.0000000000000004,10,6,8,24.0,9.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5159,Nieuw Wolfslaar,2020,12,0.85,2.2,6,3,8,29.2,8.0,0,4,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,1.213,1.0417,0.0,0.3032,2.1277,0.0,0.0,0.0
5160,Nieuw Wolfslaar,2021,1,0.87,1.9,5,2,7,24.7,8.5,0,3,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,2.4259,2.0833,0.0,0.6065,4.2553,0.0,0.0,0.0
5161,Nieuw Wolfslaar,2021,2,0.86,2.8,6,1,6,19.2,10.0,0,3,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,3.0,3.9422,3.3854,0.0,0.6065,4.2553,0.0,0.0,0.0
5162,Nieuw Wolfslaar,2021,3,0.85,4.300000000000001,11,3,6,18.8,12.0,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,1.0,4.2454,2.834,0.0,0.3032,1.5385,1.0,0.3032,3.125
5163,Nieuw Wolfslaar,2021,4,0.86,2.5,14,6,4,14.4,14.0,0,4,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,1.0,1.8195,1.2146,0.0,0.6065,3.0769,0.0,0.0,0.0
5164,Nieuw Wolfslaar,2021,5,0.86,2.6,17,9,7,22.8,15.5,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,2.0,2.7292,1.8219,0.0,0.6065,3.0769,0.0,0.0,0.0
5165,Nieuw Wolfslaar,2021,6,0.87,2.2,21,12,7,31.0,16.5,1,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,6.0,1.5162,1.0121,0.0,0.6065,3.0769,0.0,0.0,0.0
5166,Nieuw Wolfslaar,2021,7,0.86,2.5,23,14,7,28.9,16.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,3.3357,2.2267,0.0,0.3032,1.5385,0.0,0.0,0.0
5167,Nieuw Wolfslaar,2021,8,0.85,2.5,23,14,7,29.2,14.5,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,3.0,10.3103,6.8826,0.0,0.0,0.0,2.0,0.6065,6.25
5168,Nieuw Wolfslaar,2021,9,0.85,3.2,19,12,6,21.0,12.5,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,2.0,1.8195,1.2146,0.0,0.0,0.0,1.0,0.3032,3.125
5169,Nieuw Wolfslaar,2021,10,0.84,3.5,15,9,7,25.8,11.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,4.0,0.6065,0.4049,0.0,0.0,0.0,0.0,0.0,0.0
5170,Nieuw Wolfslaar,2021,11,0.85,2.8,10,6,8,24.0,9.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5171,Nieuw Wolfslaar,2021,12,0.85,2.4000000000000004,6,3,8,29.2,8.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,0.3032,0.2024,0.0,0.0,0.0,1.0,0.3032,3.125
5172,Nieuw Wolfslaar,2022,1,0.84,2.9,5,2,7,24.7,8.5,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,1.0,25.4725,17.004,0.0,5.1551,26.1538,1.0,0.3032,3.125
5173,Nieuw Wolfslaar,2022,2,0.85,3.1,6,1,6,19.2,10.0,0,2,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,4.5487,3.0364,0.0,0.6065,3.0769,2.0,0.6065,6.25
5174,Nieuw Wolfslaar,2022,3,0.89,2.0,11,3,6,18.8,12.0,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5175,Nieuw Wolfslaar,2022,4,0.84,3.8,14,6,4,14.4,14.0,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,2.0,2.7292,1.8219,0.0,0.9097,4.6154,2.0,0.6065,6.25
5176,Nieuw Wolfslaar,2022,5,0.89,2.2,17,9,7,22.8,15.5,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,2.0,1.8195,1.2146,0.0,0.3032,1.5385,0.0,0.0,0.0
5177,Nieuw Wolfslaar,2022,6,0.87,2.6,21,12,7,31.0,16.5,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,1.0,1.213,0.8097,1.0,0.0,0.0,0.0,0.0,0.0
5178,Nieuw Wolfslaar,2022,7,0.86,2.1,23,14,7,28.9,16.0,0,2,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,1.5162,1.0121,0.0,0.6065,3.0769,3.0,0.9097,9.375
5179,Nieuw Wolfslaar,2022,8,0.83,3.0,23,14,7,29.2,14.5,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,1.8195,1.2146,0.0,0.3032,1.5385,0.0,0.0,0.0
5180,Nieuw Wolfslaar,2022,9,0.87,2.9000000000000004,19,12,6,21.0,12.5,2,2,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,1.0,2.4259,1.6194,0.0,0.6065,3.0769,0.0,0.0,0.0
5181,Nieuw Wolfslaar,2022,10,0.87,2.1,15,9,7,25.8,11.0,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,0.0,0.6065,0.4049,0.0,0.0,0.0,0.0,0.0,0.0
5182,Nieuw Wolfslaar,2022,11,0.84,3.3000000000000003,10,6,8,24.0,9.0,0,0,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5183,Nieuw Wolfslaar,2022,12,0.86,3.1,6,3,8,29.2,8.0,0,1,75,22,20,15,19,37,0.182,0.167,0.188,0.123,2.6,2301,566,1,22,0.098,0.066,1.3,0.5,2365,54,784,23,2.0,1.5162,1.0121,1.0,0.0,0.0,0.0,0.0,0.0
5184,Overakker,2012,1,0.0,1.0,5,2,7,24.7,8.5,0,0,70,24,20,10,18,35,0.158,0.202,0.316,0.147,2.1,2453,395,4,35,0.108,0.133,1.0,0.75,3295,62,501,2,10.0,1.5162,1.0121,0.0,0.0,0.0,0.0,0.0,0.0
5185,Overakker,2012,2,0.0,1.0,6,1,6,19.2,10.0,0,0,70,24,20,10,18,35,0.158,0.202,0.316,0.147,2.1,2453,395,4,35,0.108,0.133,1.0,0.75,3295,62,501,2,2.0,0.6065,0.4049,0.0,0.3032,1.5385,0.0,0.0,0.0
